title,video_id,published_at,duration,like_count,dislike_count,comment_count,tags,channel_title,category,video_url,,,,,year,month,duration_minutes,category_name
"What AI applications are coming up next for personal life, work, and art?",jKx0XwJAj3k,2023-05-06T12:00:35Z,PT25M11S,22356,0,3377,"['artificial intelligence', 'ai', 'future of ai', 'machine learning', 'artificial intelligence applications', 'artificial intelligence jobs', 'artificial intelligence news', 'AI art', 'AI music', 'AI apps', 'technology', 'science', 'science humor', 'hossenfelder', 'what to expect from AI', 'science without the gobbledygook']",Sabine Hossenfelder,28,https://www.youtube.com/watch?v=jKx0XwJAj3k,,,,,2023,5,25,Science & Technology
I Challenged My AI Clone to Replace Me for 24 Hours | WSJ,t52Bi-ZUZjA,2023-04-28T14:26:35Z,PT7M34S,15052,0,968,"['ai', 'ai clone', 'synthesia', 'ai avatar', '11 labs', 'ai voice', 'ai clone review', 'ai clone bonus', 'artificial intelligence', 'voice cloning', 'ai clone demo', 'ai clone voice', 'clone', 'ai voice cloning', 'ai voice clone', 'ai voice generator', 'ai generated', 'machine learning', 'ai voice changer', 'generative ai', 'synthesia review', 'synthesia ai artificial intelligence app review', 'synthesia tutorial', 'synthesia ai', 'synthesia video creator', 'ai video', 'i challenged my ai clone', 'wsj', 'joanna stern', 'techy']",Wall Street Journal,25,https://www.youtube.com/watch?v=t52Bi-ZUZjA,,,,,2023,4,7,News & Politics
ABCs of AI: Here&#39;s how artificial intelligence works,B24Dmxxbhqk,2023-07-13T23:53:21Z,PT3M11S,49,0,0,"['AI technology', 'Boston', 'Boston news', 'CSAIL', 'Chip the robot', 'MIT', 'Massachusetts', 'Professor Josh Tenenbaum', 'Professor Regina Barzilay', 'artificial intelligence', 'student Gabe Margolis', 'wcvb']",WCVB Channel 5 Boston,25,https://www.youtube.com/watch?v=B24Dmxxbhqk,,,,,2023,7,3,News & Politics
"AI, Explained: Why It’s Different This Time | WSJ Tech News Briefing",8liUOepAO9s,2023-04-03T21:00:03Z,PT13M19S,3769,0,252,"['ai explained', 'artificial intelligence', 'open ai', 'chatgpt 4', 'lensa ai', 'tech news briefing', 'wsj', 'generative ai', 'artificially minded', 'what is ai', 'ai', 'machine learning', 'what is machine learning', 'patterns', 'data', 'inference', 'data analysis', 'algorithms', 'uber ai', 'medical ai', 'how generative ai works', 'large language model', 'neural network', 'ai art generator', 'navigation apps', 'ai detector', 'ai chatbot', 'ai chat', 'ai art', 'ai stock', 'ai risks', 'artificial intelligence examples', 'ai regulation', 'techy']",WSJ News,25,https://www.youtube.com/watch?v=8liUOepAO9s,,,,,2023,4,13,News & Politics
क्या A.I ( Artificial Intelligence) एक खतरा है? Can AI Be Dangerous &amp; Various Random Facts,DNRPFFnigv8,2023-04-01T06:30:03Z,PT59M25S,70030,0,2262,"['Hindi', 'Hindi video', 'gyaan', 'vigyan', 'video', 'India', 'cbse', 'ncert', 'upsc', 'jee', 'neet', 'exam', 'general knowledge', 'gk', 'question', 'answers', 'quiz', 'current affairs', 'solution', 'book', 'student', 'college', 'school', 'हिंदी', 'knowledge', 'science', 'facts', 'facts in hindi', 'facts video', 'facttechz', 'वीडियो', 'technology', 'tech', 'education', 'current affairs today', 'random facts', 'amazing facts', 'amazing', 'new video', 'new']",FactTechz,28,https://www.youtube.com/watch?v=DNRPFFnigv8,,,,,2023,4,59,Science & Technology
Beyond ChatGPT: what chatbots mean for the future,dctcfxw13AQ,2023-03-23T17:00:18Z,PT16M8S,8717,0,479,"['The Economist', 'Economist', 'Economist Films', 'Economist Videos', 'Politics', 'News', 'short-documentary', 'artificial intelligence robot', 'ai', 'artificial intelligence documentary', 'artificial intelligence uprising', 'robot', 'robots', 'artificial intelligence', 'what is artificial intelligence', 'ai robots', 'google ai robot', 'what is chatgpt', 'chat gpt', 'openai chatgpt', 'chatgpt explained', 'chat gpt explained', 'chatgpt coding', 'chatgpt tutorial', 'what is chatgpt and who is behind it', 'how to use chatgpt', 'open ai']",The Economist,25,https://www.youtube.com/watch?v=dctcfxw13AQ,,,,,2023,3,16,News & Politics
AI के प्रभाव के लिए तैयारी कैसे करें? | Artificial Intelligence| Sadhguru Hindi,Fc3BZ8EQQC4,2023-05-23T11:00:09Z,PT9M43S,11734,0,292,"['sadhguru hindi videos', 'sadhguru hindi', 'hindi videos', 'hindi yoga', 'हिंदी', 'सद्\u200cगुरु हिंदी', 'sadhguru', 'hindi video', 'सद्\u200cगुरु', 'योग', 'ईशा फाउंडेशन', 'हिंदी वीडियो', 'latest', 'greatest', 'stress', 'how to', 'motivational video', 'spirituality', 'tips', 'motivation', '2021', 'latest 2021', 'viral', 'trending', 'satguru', 'artificialintelligence', 'chatgpt', 'bard', 'job']",Sadhguru Hindi,22,https://www.youtube.com/watch?v=Fc3BZ8EQQC4,,,,,2023,5,9,People & Blogs
Munk Debate on Artificial Intelligence | Bengio &amp; Tegmark vs. Mitchell &amp; LeCun,144uOfr4SYA,2023-06-24T09:00:43Z,PT1H47M20S,1365,0,981,"['science', 'technology', 'artificial intelligence', 'ai', 'machine learning', 'ml', 'risk', 'existential risk', 'ai risk', 'ai alignment', 'crisis', 'climate', 'pandemic', 'gpt', 'chat gpt', 'debate', 'munk debate', 'munk debate ai', 'bengio', 'mitchell', 'tegmark', 'mit', 'lecun', 'meta', 'twitter', 'algorithm', 'munk debates', 'agi']",Policy-Relevant Science & Technology,28,https://www.youtube.com/watch?v=144uOfr4SYA,,,,,2023,6,107,Science & Technology
He helped create AI. Now he’s worried it will destroy us.,CkTUgOOa3n8,2023-05-11T02:32:17Z,PT8M8S,915,0,0,"['The National', 'AI', 'artificial intelligence', 'geoffrey hinton', 'geoffrey hinton ai', 'godfather of AI', 'geoffrey hinton google', 'google ai', 'artificial intelligence risks', 'AI risks', 'dangers of AI', 'ai risk to humanity', 'AI threats', 'existential threats', 'geoffrey hinton interview', 'geoffrey hinton adrienne arsenault', 'chatgpt', 'palm', 'ai programs', 'ai robot', 'ai soldier', 'CBC', 'CBC News']",CBC News: The National,25,https://www.youtube.com/watch?v=CkTUgOOa3n8,,,,,2023,5,8,News & Politics
Pelajarin AI Dari Sekarang Sebelum Ketinggalan #ai #raymondchin #aitools #artificialintelligence,mZSTNCBfaYc,2023-05-10T13:38:02Z,PT48S,80320,0,1215,[],Raymond Chin,27,https://www.youtube.com/watch?v=mZSTNCBfaYc,,,,,2023,5,0,Education
Human vs Machine | Sandeep Maheshwari | Artificial Intelligence | ChatGPT | Hindi,L4rpc7AmfQk,2023-06-13T10:20:45Z,PT19M36S,58891,0,4439,"['Ai', 'Artificial', 'Intelligence', 'Artificial intelligence', 'Sandeep Maheshwari', 'Machine learning']",Sandeep Maheshwari,22,https://www.youtube.com/watch?v=L4rpc7AmfQk,,,,,2023,6,19,People & Blogs
"Senate probe sa artificial intelligence sa BPO, OEM, ipinanawagan ni Sen. Imee Marcos",KP4N5UOZv5Y,2023-05-07T22:15:00Z,PT3M4S,277,0,93,"['2023', 'UNTV hataw balita', 'balita', 'balita ngayon', 'coronavirus', 'coronavirus pandemic', 'coronavirus update', 'election May 8', 'hataw balita', 'latest news', 'latest news philippines', 'latest news today', 'quarantine', 'untv', 'untv hataw balita May 8', 'untv news', 'untv news May 8', 'untv news and rescue', 'untv news full episode', 'untv news full episode May 8', 'untv news today']",UNTV News and Rescue,25,https://www.youtube.com/watch?v=KP4N5UOZv5Y,,,,,2023,5,3,News & Politics
What Is Artificial Intelligence? | Artificial Intelligence (AI) In 10 Minutes | Edureka,oV74Najm6Nc,2019-05-08T13:41:40Z,PT11M16S,27666,0,377,"['yt:cc=on', 'artificial intelligence', 'ai', 'AI In 10 Minutes', 'learn artificial intelligence', 'what is artificial intelligence', 'types of artificial intelligence', 'artificial intelligence tutorial', 'ai tutorial', 'what is ai', 'introduction to artificial intelligence', 'artificial intelligence explained', 'ai explained', 'ai applications', 'introduction to ai', 'what is ai technology', 'edureka', 'ai edureka', 'deep learning edureka', 'artificial intelligence for beginners', 'Artificial intelligence edureka']",edureka!,27,https://www.youtube.com/watch?v=oV74Najm6Nc,,,,,2019,5,11,Education
Artificial General Intelligence Is Scarier That Normal AI Because It&#39;s More Human-Like,QtokIKDFkjQ,2023-03-29T08:28:05Z,PT4M27S,87,0,20,"['AI', 'Deepfake', 'Nicholas Cage', 'What is AGI?', 'agi', 'artificial', 'artificial general intelligence', 'artificial intelligence', 'breaking', 'chat', 'chatgpt', 'computing', 'data', 'gpt', 'human behaviour', 'intelligence', 'killer', 'latest', 'news', 'program', 'security', 'system', 'theprojecttv']",The Project,25,https://www.youtube.com/watch?v=QtokIKDFkjQ,,,,,2023,3,4,News & Politics
"AI poses extinction-level threat to humans, study suggests",vduHGWHLg1c,2023-07-25T00:41:56Z,PT5M22S,248,0,113,"['Stanford', 'Science', 'AI', 'Artificial Intelligence', 'Technology', 'Climate Change']",CBS News,25,https://www.youtube.com/watch?v=vduHGWHLg1c,,,,,2023,7,5,News & Politics
Could AI lead to human extinction? New warning sparks concern,jMXXrqAF1Z8,2023-05-31T14:30:15Z,PT6M1S,128,0,122,"['Al Roker', 'Entertainment', 'Food', 'Hoda Kotb', 'International News', 'Money', 'Natalie Morales', 'Savannah Gutherie', 'Sports', 'Style', 'Today', 'Today Show', 'breaking news', 'concerts', 'domestic news', 'health', 'home', 'interviews', 'media', 'parents', 'pets', 'politics', 'shopping', 'weather']",TODAY,25,https://www.youtube.com/watch?v=jMXXrqAF1Z8,,,,,2023,5,6,News & Politics
Open AI&#39;s NEW Physical ROBOT Shocks The Entire INDUSTRY (GPT -5 WITH BODY!) (FINALLY HERE!),TJbqLD3UV5Y,2023-07-09T16:00:30Z,PT16M,4035,0,893,[],TheAIGRID,28,https://www.youtube.com/watch?v=TJbqLD3UV5Y,,,,,2023,7,16,Science & Technology
Harvard CS50’s Artificial Intelligence with Python – Full University Course,5NgNicANyqM,2023-08-10T14:17:52Z,PT11H51M22S,16741,0,335,[],freeCodeCamp.org,27,https://www.youtube.com/watch?v=5NgNicANyqM,,,,,2023,8,711,Education
How artificial intelligence is being used in the housing market,no_-2gkp14A,2023-07-19T00:43:45Z,PT2M56S,93,0,36,"['artificial intelligence', 'housing market', 'Scott Budman']",NBC Bay Area,25,https://www.youtube.com/watch?v=no_-2gkp14A,,,,,2023,7,2,News & Politics
How artificial intelligence is transforming Hollywood,T-2ZjZrRDdE,2023-04-28T11:00:20Z,PT3M40S,589,0,209,"['Health', 'International News', 'Lester Holt', 'Making A Difference', 'NBC Nightly News', 'National News', 'News', 'Nightly News', 'U.S. News', 'breaking news', 'evening news', 'politics', 'world news']",NBC News,25,https://www.youtube.com/watch?v=T-2ZjZrRDdE,,,,,2023,4,3,News & Politics
&#39;Godfather of AI&#39; on regulating artificial intelligence: &#39;things are incredibly uncertain&#39;,j-WVrpXVq5A,2023-05-04T21:30:05Z,PT8M26S,569,0,257,['Katy Tur'],MSNBC,25,https://www.youtube.com/watch?v=j-WVrpXVq5A,,,,,2023,5,8,News & Politics
Will Superintelligent AI End the World? | Eliezer Yudkowsky | TED,Yd0yQ9yxSYY,2023-07-11T17:20:26Z,PT10M33S,4553,0,1374,"['TEDTalk', 'TEDTalks', 'TED Talk', 'TED Talks', 'TED', 'science', 'technology', 'AI', 'Elizer Yudkowsky', 'machine learning']",TED,28,https://www.youtube.com/watch?v=Yd0yQ9yxSYY,,,,,2023,7,10,Science & Technology
‘Unnerving’: Artificial intelligence to become ‘infinitely smarter’ than humans,qB9EbP70Alw,2023-08-28T10:43:05Z,PT5M9S,38,0,39,"['6335714231112', 'andrewbolt', 'fb', 'msn', 'opinion', 'yt']",Sky News Australia,25,https://www.youtube.com/watch?v=qB9EbP70Alw,,,,,2023,8,5,News & Politics
Artificial Intelligence for Senior Leaders (Short Duration Programme) :,5zBcLMGsnzY,2023-08-30T06:03:28Z,PT1M35S,1,0,0,"['#iimb', '#iimbangalore', '#ai']",IIM Bangalore Executive Education,27,https://www.youtube.com/watch?v=5zBcLMGsnzY,,,,,2023,8,1,Education
7 FREE AI Courses To Become an AI Developer in 2023 🔥| Ishan Sharma,ji93Lo6wYnk,2023-06-24T15:04:18Z,PT12M5S,10640,0,218,"['ishan sharma', 'BEST AI COURSES To Become an AI Developer in 2023', 'artificial intelligence', 'Artificial Intelligence Tutorial for Beginners', 'artificial intelligence course for beginners', 'what is artificial intelligence', 'artificial intelligence for beginners', 'ai developer', 'ai course', 'coding', 'programming', 'machine learning', 'data science', 'developer', 'development', 'coding courses', 'learn to code', 'ai for beginners', 'chatgpt', 'google bard', 'best', 'free google course', 'free courses', 'ai engineer', 'aiml']",Ishan Sharma,24,https://www.youtube.com/watch?v=ji93Lo6wYnk,,,,,2023,6,12,Entertainment
&#39;Godfather of AI&#39; discusses dangers the developing technologies pose to society,yAgQWnD31nE,2023-05-05T22:46:11Z,PT8M27S,6990,0,0,[],PBS NewsHour,25,https://www.youtube.com/watch?v=yAgQWnD31nE,,,,,2023,5,8,News & Politics
What is AI? Artificial Intelligence Explained,rJ1Qao09CFI,2021-12-04T16:42:51Z,PT3M31S,25434,0,733,"['ai', 'ml', 'artificial intelligence', 'machine learning', 'data science']",Apna College,27,https://www.youtube.com/watch?v=rJ1Qao09CFI,,,,,2021,12,3,Education
Understanding Artificial Intelligence and Its Future | Neil Nie | TEDxDeerfield,SN2BZswEWUA,2017-04-10T19:06:42Z,PT16M51S,8349,0,290,"['TEDxTalks', 'English', 'United States', 'Technology', 'Computers', 'Design', 'Intelligence', 'Learning']",TEDx Talks,29,https://www.youtube.com/watch?v=SN2BZswEWUA,,,,,2017,4,16,Nonprofits & Activism
AI and the future of humanity | Yuval Noah Harari at the Frontiers Forum,LWiM-LuRe6w,2023-05-14T10:21:03Z,PT41M21S,37935,0,1730,[],Yuval Noah Harari ,27,https://www.youtube.com/watch?v=LWiM-LuRe6w,,,,,2023,5,41,Education
The potential dangers as artificial intelligence grows more sophisticated and popular,OgOLjAVxsJc,2023-04-05T22:59:45Z,PT6M18S,335,0,0,"['ai', 'ai algorithm', 'ai writing', 'artificial intelligence', 'chatgpt', 'open ai', 'open source ai']",PBS NewsHour,25,https://www.youtube.com/watch?v=OgOLjAVxsJc,,,,,2023,4,6,News & Politics
AI യുഗത്തിൽ പതറുമോ ഇന്ത്യൻ തൊഴിൽ വിപണി | Share Market News Today | Artificial Intelligence,ms-UqYKAL14,2023-08-30T05:32:54Z,PT22M43S,18,0,3,"['share market today news', 'share market news today', 'share market today', 'share market news', 'adani news', 'artificial intelligence shares in india', 'it sector stocks', 'it sector share news', 'indian economy news analysis', 'nifty 50 stock market index', 'share market malayalam', 'share market news malayalam', 'stock market malayalam', 'stock market news', 'artificial intelligence share market', 'artificial intelligence share price', 'bse', 'nse', 'sensex', 'multibagger stocks', 'stocks', 'malayalam share news']",MyFin Point,25,https://www.youtube.com/watch?v=ms-UqYKAL14,,,,,2023,8,22,News & Politics
&#39;Godfather of AI&#39; discusses dangers the developing technologies pose to society,yAgQWnD31nE,2023-05-05T22:46:11Z,PT8M27S,6990,0,0,[],PBS NewsHour,25,https://www.youtube.com/watch?v=yAgQWnD31nE,,,,,2023,5,8,News & Politics
Understanding Artificial Intelligence and Its Future | Neil Nie | TEDxDeerfield,SN2BZswEWUA,2017-04-10T19:06:42Z,PT16M51S,8349,0,290,"['TEDxTalks', 'English', 'United States', 'Technology', 'Computers', 'Design', 'Intelligence', 'Learning']",TEDx Talks,29,https://www.youtube.com/watch?v=SN2BZswEWUA,,,,,2017,4,16,Nonprofits & Activism
AI and the future of humanity | Yuval Noah Harari at the Frontiers Forum,LWiM-LuRe6w,2023-05-14T10:21:03Z,PT41M21S,37935,0,1730,[],Yuval Noah Harari ,27,https://www.youtube.com/watch?v=LWiM-LuRe6w,,,,,2023,5,41,Education
The potential dangers as artificial intelligence grows more sophisticated and popular,OgOLjAVxsJc,2023-04-05T22:59:45Z,PT6M18S,335,0,0,"['ai', 'ai algorithm', 'ai writing', 'artificial intelligence', 'chatgpt', 'open ai', 'open source ai']",PBS NewsHour,25,https://www.youtube.com/watch?v=OgOLjAVxsJc,,,,,2023,4,6,News & Politics
Reality of GATE Data science &amp; Artificial intelligence paper,jk54e5hd3BI,2023-08-27T10:05:19Z,PT14M2S,278,0,39,"['reality of gate exam', 'reality of gate aspirants', 'gate 2024 will be different', 'gate exam preparation strategy', 'gate 2024 preparation strategy', 'strategy for gate exam', 'gate exam data science and artificial intelligence strategy', 'gate exam 5 months strategy', 'gate 2024 5 months strategy', 'gate exam', 'gate cse', 'gate 2024', 'future funk iitian']",Future Funk_IITian,27,https://www.youtube.com/watch?v=jk54e5hd3BI,,,,,2023,8,14,Education
AI Engineer : The ULTIMATE Roadmap for INDIANS in 2023,ghdK1ZGDeRk,2023-06-23T14:34:24Z,PT7M13S,2666,0,77,"['how to be an ai dev', 'how to become an ai engineer', 'ai developer roadmap', 'ai engineer roadmap', 'getting started in ai', 'ai 101', 'ai developer course', 'ai developer guide', 'ai for beginners']",100x Engineers,22,https://www.youtube.com/watch?v=ghdK1ZGDeRk,,,,,2023,6,7,People & Blogs
"Generative AI Is About To Reset Everything, And, Yes It Will Change Your Life | Forbes",WY518YRfs5M,2023-02-17T14:00:30Z,PT21M25S,13263,0,2218,"['Forbes', 'Forbes Media', 'Forbes Magazine', 'Forbes Digital', 'Business', 'Entrepreneurship', 'Technology', 'Investing', 'Personal Finance', 'Open AI', 'Generative AI', 'Stability AI', 'Hugging Face', 'Stable Diffusion', 'Sam Altman', 'Kenrick Cai', 'Alex Konrad', 'Aviv Ovadya', 'Clem Delangue', 'Emad Mostaque', 'Dall-e', 'democracy', 'fake news', 'misinformation', 'deepfake', 'bill gates', 'what is chatgpt', 'chatgpt', 'generative AI', 'billionaires', 'billionaire', 'future of AI', 'what is AI', 'how to use AI', 'is AI good', 'is AI bad']",Forbes,28,https://www.youtube.com/watch?v=WY518YRfs5M,,,,,2023,2,21,Science & Technology
"‘Deepfakes, destruction’: Artificial intelligence&#39;s ‘real danger’ to humanity",rb7NddXDdxs,2023-08-29T10:46:54Z,PT50M48S,63,0,29,"['6335825217112', 'business', 'fb', 'msn', 'science', 'tech', 'yt']",Sky News Australia,25,https://www.youtube.com/watch?v=rb7NddXDdxs,,,,,2023,8,50,News & Politics
Top 10 Mind Blowing Artificial Intelligence Tools You Need to See Now!,P4o8AonCFhI,2023-04-22T10:30:07Z,PT9M50S,29511,0,484,"['ai art', 'ai tools', 'ai tools 2023', 'new ai tools', 'free ai tools', 'chatgpt', 'video editing', 'photo editing', 'audio editing', 'video production', 'free ai website', 'ai tools for 2023', 'tools like chatgpt', 'best ai tools in 2023', 'top ai tools like chatgpt', 'ai tools for beginners', 'ai tools like midjourney', 'artificial inteligence', 'ai apps', 'free ai apps', 'ai apps 2023', 'new ai apps', 'ai apps for 2023', 'top ai apps', 'best ai apps', 'ai', 'Artificial Intelligence Tools']",Website Learners,26,https://www.youtube.com/watch?v=P4o8AonCFhI,,,,,2023,4,9,Howto & Style
&quot;Will your existence destroy humans?&quot;: Robots answer questions at AI press conference,T80yQHmqp6o,2023-07-07T17:50:19Z,PT2M30S,2044,0,919,"['global news', 'Grace the humanoid', 'Sophia the humanoid', 'sophia the robot', 'robot press conference', 'ai news conference', 'ai for good', 'robot answers questions', 'AI job automation', 'humanoid', 'robots take questions']",Global News,25,https://www.youtube.com/watch?v=T80yQHmqp6o,,,,,2023,7,2,News & Politics
